0.504119,0.99366,0.0145778,-0.508,0.4064,0,0.4064,-0.8128,-0.2032,0.2032,-0.2032,0.2032,
0.513004,0.99403,0.0319789,-0.508,0.3048,0,0.508,-0.8128,-0.2032,0.1016,-0.1016,0.2032,
0.513008,0.995234,0.0307819,-0.4064,0.4064,0,0.508,-0.8128,-0.2032,0.2032,0,0.2032,
0.513429,0.994757,0.0321016,-0.508,0.4064,0,0.4064,-0.8128,-0.2032,0.2032,-0.1016,0.2032,
0.514227,0.994972,0.0334828,-0.508,0.3048,0,0.508,-0.8128,-0.2032,0.1016,0,0.2032,
0.518991,0.996735,0.0412473,-0.508,0.508,0,0.508,-0.7112,-0.1016,0,0.2032,0.2032,
0.518991,0.996735,0.0412473,-0.508,0.508,0,0.508,-0.7112,-0.1016,0,0.2032,0.2032,
0.518991,0.996735,0.0412473,-0.508,0.508,0,0.508,-0.7112,-0.1016,0,0.2032,0.2032,
0.519251,0.993296,0.0452061,-0.4064,0.508,0,0.4064,-0.8128,-0.2032,0.2032,-0.2032,0.2032,
0.519611,0.995856,0.0433648,-0.4064,0.4064,0,0.508,-0.8128,-0.2032,-0.2032,-0.1016,0.2032,
0.52324,0.994246,0.0522341,-0.4064,0.508,0,0.508,-0.7112,-0.1016,-0.1016,-0.2032,0.2032,
0.523247,0.993738,0.0527559,-0.508,0.2032,0,0.508,-0.8128,-0.2032,0.2032,-0.2032,0.2032,
0.525039,0.993517,0.0565615,-0.508,0.508,0,0.4064,-0.8128,-0.2032,0.2032,-0.2032,0.2032,
0.525039,0.993517,0.0565615,-0.508,0.508,0,0.4064,-0.8128,-0.2032,0.2032,-0.2032,0.2032,
0.525868,0.997078,0.0546587,-0.508,0.4064,0,0.508,-0.8128,-0.2032,0.1016,0.2032,0.2032,
0.525868,0.997078,0.0546587,-0.508,0.4064,0,0.508,-0.8128,-0.2032,0.1016,0.2032,0.2032,
0.526058,0.991074,0.0610422,-0.3048,0.508,0,0.508,-0.8128,-0.2032,0.1016,-0.2032,0.2032,
0.526058,0.991074,0.0610422,-0.3048,0.508,0,0.508,-0.8128,-0.2032,0.1016,-0.2032,0.2032,
0.526129,0.996709,0.0555487,-0.508,-0.7112,-0.1016,0.508,0.508,0,0.2032,0.2032,0.2032,
0.526923,0.993172,0.060674,-0.4064,0.3048,0,0.508,-0.8128,-0.2032,0.1016,-0.1016,0.2032,
0.526949,0.992642,0.061257,-0.4064,0.508,0,0.508,-0.8128,-0.2032,0,-0.2032,0.2032,
0.526949,0.992642,0.061257,-0.4064,0.508,0,0.508,-0.8128,-0.2032,0,-0.2032,0.2032,
0.526949,0.992642,0.061257,-0.4064,0.508,0,0.508,-0.8128,-0.2032,0,-0.2032,0.2032,
0.526949,0.992642,0.061257,-0.4064,0.508,0,0.508,-0.8128,-0.2032,0,-0.2032,0.2032,
0.527333,0.99614,0.0585255,-0.4064,0.4064,0,0.508,-0.8128,-0.2032,-0.2032,0.1016,0.2032,
0.527333,0.99614,0.0585255,-0.4064,0.4064,0,0.508,-0.8128,-0.2032,-0.2032,0.1016,0.2032,
0.527468,0.994385,0.0605511,-0.508,0.508,0,0.4064,-0.7112,-0.1016,0.2032,-0.1016,0.2032,
0.528735,0.992254,0.0652161,-0.508,0.508,0,0.4064,-0.8128,-0.2032,0.1016,-0.2032,0.2032,
0.529596,0.997075,0.0621163,-0.508,-0.8128,-0.2032,0.508,0.3048,0,0.2032,0.2032,0.2032,
0.530159,0.996145,0.0641726,-0.508,-0.8128,-0.2032,0.508,0.3048,0,0.1016,0.2032,0.2032,
0.530756,0.993626,0.067886,-0.508,0.3048,0,0.508,-0.7112,-0.1016,0.2032,-0.2032,0.2032,
0.531162,0.996524,0.0657991,-0.508,0.4064,0,0.4064,-0.8128,-0.2032,-0.2032,0,0.2032,
0.531162,0.996524,0.0657991,-0.508,0.4064,0,0.4064,-0.8128,-0.2032,-0.2032,0,0.2032,
0.531239,0.992167,0.0703105,-0.508,0.4064,0,0.3048,-0.8128,-0.2032,0.1016,-0.2032,0.2032,
0.531239,0.992167,0.0703105,-0.508,0.4064,0,0.3048,-0.8128,-0.2032,0.1016,-0.2032,0.2032,
0.531239,0.992167,0.0703105,-0.508,0.4064,0,0.3048,-0.8128,-0.2032,0.1016,-0.2032,0.2032,
0.531542,0.993327,0.0697581,-0.508,0.508,0,0.4064,-0.8128,-0.2032,0,-0.2032,0.2032,
0.531542,0.993327,0.0697581,-0.508,0.508,0,0.4064,-0.8128,-0.2032,0,-0.2032,0.2032,
0.533012,0.997309,0.0687145,-0.4064,0.508,0,0.4064,-0.8128,-0.2032,0.2032,0.2032,0.2032,
0.533231,0.997255,0.0692058,-0.508,-0.8128,-0.2032,0.508,0.4064,0,-0.1016,-0.2032,0.2032,
0.534955,0.994566,0.0753437,-0.4064,0.3048,0,0.508,-0.8128,-0.2032,0,0.1016,0.2032,
0.535399,0.99659,0.0742082,-0.508,-0.8128,-0.2032,0.508,0.3048,0,-0.1016,0,0.2032,
0.535753,0.996132,0.0753743,-0.508,-0.8128,-0.2032,0.508,0.4064,0,0.1016,-0.2032,0.2032,
0.535996,0.996218,0.0757733,-0.4064,0.508,0,0.508,-0.8128,-0.2032,0.2032,0.1016,0.2032,
0.536125,0.994481,0.0777681,-0.508,0.3048,0,0.508,-0.7112,-0.1016,0.2032,-0.1016,0.2032,
0.536479,0.996479,0.0764793,-0.508,0.2032,0,0.508,-0.8128,-0.2032,0,0.2032,0.2032,
0.536479,0.996479,0.0764793,-0.508,0.2032,0,0.508,-0.8128,-0.2032,0,0.2032,0.2032,
0.536813,0.99242,0.0812055,-0.508,0.508,0,0.508,-0.8128,-0.2032,0.1016,-0.2032,0.2032,
0.53756,0.993238,0.0818807,-0.4064,0.4064,0,0.508,-0.7112,-0.1016,0.2032,-0.2032,0.2032,
0.53778,0.995767,0.0797936,-0.508,-0.8128,-0.2032,0.508,0.4064,0,0,-0.1016,0.2032,
0.538126,0.995384,0.080868,-0.508,0.508,0,0.4064,-0.7112,-0.1016,-0.1016,0,0.2032,
0.538547,0.992666,0.0844279,-0.508,0.3048,0,0.508,-0.7112,-0.1016,0.1016,-0.2032,0.2032,
0.538582,0.992582,0.0845814,-0.3048,0.4064,0,0.508,-0.8128,-0.2032,0.1016,-0.1016,0.2032,
0.539156,0.99686,0.081451,-0.508,0.508,0,0.4064,-0.8128,-0.2032,0,0.2032,0.2032,
0.539296,0.995238,0.0833538,-0.3048,0.4064,0,0.508,-0.8128,-0.2032,0.2032,0.1016,0.2032,
0.539296,0.995238,0.0833538,-0.3048,0.4064,0,0.508,-0.8128,-0.2032,0.2032,0.1016,0.2032,
0.539521,0.995811,0.0832311,-0.4064,0.4064,0,0.4064,-0.8128,-0.2032,-0.2032,0,0.2032,
0.539543,0.996805,0.0822796,-0.508,0.508,0,0.3048,-0.8128,-0.2032,0.1016,0.2032,0.2032,
0.539543,0.996805,0.0822796,-0.508,0.508,0,0.3048,-0.8128,-0.2032,0.1016,0.2032,0.2032,
0.540261,0.997137,0.0833843,-0.508,-0.8128,-0.2032,0.508,0.508,0,0.2032,0.2032,0.2032,
0.540261,0.997137,0.0833843,-0.508,-0.8128,-0.2032,0.508,0.508,0,0.2032,0.2032,0.2032,
0.540261,0.997137,0.0833843,-0.508,-0.8128,-0.2032,0.508,0.508,0,0.2032,0.2032,0.2032,
0.540405,0.993773,0.0870367,-0.508,0.2032,0,0.508,-0.8128,-0.2032,0.1016,-0.1016,0.2032,
0.540741,0.993984,0.0874969,-0.3048,0.508,0,0.508,-0.8128,-0.2032,0.1016,0,0.2032,
0.54083,0.996771,0.0848883,-0.508,0.508,0,0.4064,-0.8128,-0.2032,-0.2032,-0.1016,0.2032,
0.54083,0.992352,0.0893075,-0.3048,0.4064,0,0.508,-0.8128,-0.2032,0,-0.1016,0.2032,
0.541055,0.99535,0.0867604,-0.4064,0.508,0,0.4064,-0.8128,-0.2032,-0.1016,0.1016,0.2032,
0.541158,0.996292,0.0860237,-0.4064,0.508,0,0.508,-0.8128,-0.2032,0,0.2032,0.2032,
0.541158,0.996292,0.0860237,-0.4064,0.508,0,0.508,-0.8128,-0.2032,0,0.2032,0.2032,
0.541158,0.996292,0.0860237,-0.4064,0.508,0,0.508,-0.8128,-0.2032,0,0.2032,0.2032,
0.541866,0.995407,0.0883254,-0.4064,0.3048,0,0.508,-0.8128,-0.2032,-0.2032,0,0.2032,
0.542134,0.993948,0.0903204,-0.508,0.508,0,0.3048,-0.8128,-0.2032,0.1016,-0.1016,0.2032,
0.542291,0.996748,0.0878345,-0.508,-0.8128,-0.2032,0.4064,0.4064,0,-0.1016,-0.2032,0.2032,
0.542508,0.992057,0.0929597,-0.4064,0.508,0,0.3048,-0.8128,-0.2032,0,-0.2032,0.2032,
