0,0.779803,0.992365,0.567242,-0.4064,0.4064,0,0.3048,0.4064,0,-0.1016,-0.2032,0.2032,
5,0.749387,0.992974,0.5058,-0.3048,-0.6096,0,0.3048,0.4064,0,-0.1016,-0.2032,0.2032,
7,0.579651,0.995909,0.163393,-0.508,-0.8128,-0.2032,0.3048,0.4064,0,-0.1016,-0.2032,0.2032,
15,0.572481,0.995196,0.149767,-0.508,-0.8128,-0.2032,0.3048,0.4064,0,0.2032,-0.2032,0.2032,
52,0.560824,0.995665,0.125982,-0.508,-0.8128,-0.2032,0.3048,0.508,0,0.2032,-0.2032,0.2032,
53,0.538784,0.995963,0.0816045,-0.508,-0.8128,-0.2032,0.4064,0.4064,0,0.2032,-0.2032,0.2032,
55,0.536371,0.998749,0.0739933,-0.508,-0.8128,-0.2032,0.4064,0.4064,0,-0.2032,0.2032,0.2032,
122,0.534992,0.99593,0.0740547,-0.508,-0.8128,-0.2032,0.4064,0.4064,0,0.1016,0.2032,0.2032,
160,0.529636,0.996326,0.062945,-0.508,-0.8128,-0.2032,0.508,0.4064,0,0.1016,0.2032,0.2032,
211,0.52916,0.996141,0.0621777,-0.508,-0.8128,-0.2032,0.508,0.4064,0,0.2032,0.1016,0.2032,
289,0.523061,0.997203,0.0489197,-0.508,-0.8128,-0.2032,0.508,0.4064,0,0.2032,0.2032,0.2032,
