0,0.870403,0.999589,0.741217,-0.508,-0.6096,0,-0.6096,0.508,0,0.4064,0.508,0,0.4064,-0.4064,0,
1,0.746431,0.999537,0.493325,-0.508,-0.6096,0,-0.3048,0.4064,0,0.4064,0.508,0,0.4064,-0.4064,0,
2,0.723627,0.99946,0.447794,-0.508,-0.508,0,-0.3048,0.4064,0,0.4064,0.508,0,0.4064,-0.4064,0,
3,0.684348,0.999176,0.36952,-0.3048,-0.508,0,-0.3048,0.4064,0,0.4064,0.508,0,0.4064,-0.4064,0,
4,0.670668,0.99922,0.342117,-0.3048,-0.508,0,-0.3048,0.4064,0,0.508,0.4064,0,0.4064,-0.4064,0,
5,0.72571,0.999341,0.45208,-0.3048,-0.508,0,-0.3048,0.508,0,0.508,0.4064,0,0.4064,-0.4064,0,
7,0.774078,0.999604,0.548553,-0.508,-0.508,0,-0.3048,0.508,0,0.508,0.4064,0,0.4064,-0.4064,0,
8,0.737991,0.99952,0.476462,-0.508,-0.508,0,-0.3048,0.508,0,0.508,0.4064,0,0.2032,-0.6096,0,
9,0.661776,0.999635,0.323918,-0.508,-0.508,0,-0.6096,0.4064,0,0.508,0.4064,0,0.2032,-0.6096,0,
10,0.777205,0.999533,0.554877,-0.508,-0.508,0,-0.4064,0.6096,0,0.508,0.4064,0,0.2032,-0.6096,0,
11,0.798862,0.999214,0.598511,-0.508,-0.508,0,-0.4064,0.6096,0,0.6096,0.6096,0,0.2032,-0.6096,0,
12,0.753533,0.999055,0.50801,-0.508,-0.508,0,-0.4064,0.6096,0,0.6096,0.6096,0,0.2032,-0.4064,0,
13,0.767885,0.99902,0.536749,-0.508,-0.508,0,-0.3048,0.6096,0,0.6096,0.6096,0,0.2032,-0.4064,0,
14,0.814335,0.999173,0.629497,-0.508,-0.508,0,-0.3048,0.6096,0,0.6096,0.6096,0,0.2032,-0.6096,0,
15,0.748129,0.998928,0.49733,-0.508,-0.508,0,-0.3048,0.6096,0,0.3048,0.4064,0,0.2032,-0.6096,0,
16,0.824596,0.999389,0.649803,-0.508,-0.508,0,-0.3048,0.6096,0,0.508,0.6096,0,0.2032,-0.6096,0,
17,0.899028,0.999503,0.798552,-0.508,-0.508,0,-0.3048,0.6096,0,0.508,0.6096,0,0.508,-0.6096,0,
18,0.896934,0.99946,0.794407,-0.4064,-0.6096,0,-0.3048,0.6096,0,0.508,0.6096,0,0.508,-0.6096,0,
19,0.809814,0.998914,0.620714,-0.3048,-0.4064,0,-0.3048,0.6096,0,0.508,0.6096,0,0.508,-0.6096,0,
20,0.910632,0.999453,0.82181,-0.6096,-0.4064,0,-0.3048,0.6096,0,0.508,0.6096,0,0.508,-0.6096,0,
21,0.950595,0.999348,0.901841,-0.6096,-0.4064,0,-0.6096,0.508,0,0.508,0.6096,0,0.508,-0.6096,0,
22,0.981892,0.999057,0.964728,-0.6096,-0.4064,0,-0.6096,0.6096,0,0.508,0.6096,0,0.508,-0.6096,0,
23,0.930348,0.999187,0.861509,-0.4064,-0.6096,0,-0.6096,0.6096,0,0.508,0.6096,0,0.508,-0.6096,0,
24,0.848728,0.998819,0.698637,-0.4064,-0.6096,0,-0.6096,0.6096,0,0.3048,0.4064,0,0.508,-0.6096,0,
