0,0.789829,0.999697,0.579961,-0.6096,-0.6096,0,-0.6096,0.4064,0,0.508,0.508,0,0.3048,-0.4064,0,
4,0.758566,0.999776,0.517355,-0.6096,-0.6096,0,-0.508,0.4064,0,0.508,0.508,0,0.3048,-0.4064,0,
6,0.72493,0.999677,0.450183,-0.508,-0.508,0,-0.508,0.4064,0,0.508,0.508,0,0.3048,-0.4064,0,
7,0.712027,0.999517,0.424537,-0.508,-0.4064,0,-0.508,0.4064,0,0.508,0.508,0,0.3048,-0.4064,0,
9,0.661239,0.999334,0.323145,-0.508,-0.4064,0,-0.508,0.4064,0,0.4064,0.4064,0,0.3048,-0.4064,0,
13,0.606853,0.9994,0.214306,-0.508,-0.4064,0,-0.508,0.4064,0,0.4064,0.4064,0,0.2032,-0.6096,0,
27,0.597339,0.999415,0.195264,-0.508,-0.4064,0,-0.508,0.4064,0,0.4064,0.4064,0,0.2032,-0.508,0,
43,0.563971,0.999077,0.128864,-0.508,-0.4064,0,-0.508,0.4064,0,0.3048,0.4064,0,0.2032,-0.508,0,
61,0.540409,0.998889,0.0819281,-0.508,-0.4064,0,-0.508,0.4064,0,0.3048,0.4064,0,0.2032,-0.4064,0,
68,0.506164,0.998625,0.013702,-0.3048,-0.4064,0,-0.508,0.4064,0,0.3048,0.4064,0,0.2032,-0.4064,0,
107,0.49926,0.998521,-5.36073e-07,-0.3048,-0.4064,0,-0.4064,0.4064,0,0.3048,0.4064,0,0.2032,-0.4064,0,
