0,0.90144,0.999619,0.803261,-0.6096,-0.6096,0,-0.508,0.6096,0,0.508,0.4064,0,0.4064,-0.4064,0,
1,0.895774,0.99946,0.792088,-0.6096,-0.6096,0,-0.508,0.6096,0,0.4064,0.6096,0,0.4064,-0.4064,0,
2,0.882847,0.999462,0.766231,-0.6096,-0.6096,0,-0.508,0.6096,0,0.4064,0.4064,0,0.4064,-0.4064,0,
3,0.880832,0.999298,0.762367,-0.6096,-0.6096,0,-0.508,0.6096,0,0.3048,0.508,0,0.4064,-0.4064,0,
5,0.873693,0.999353,0.748033,-0.6096,-0.6096,0,-0.6096,0.508,0,0.3048,0.508,0,0.4064,-0.4064,0,
7,0.76039,0.998928,0.521852,-0.4064,-0.4064,0,-0.6096,0.508,0,0.3048,0.508,0,0.4064,-0.4064,0,
9,0.687732,0.999058,0.376405,-0.4064,-0.4064,0,-0.3048,0.508,0,0.3048,0.508,0,0.4064,-0.4064,0,
25,0.65572,0.998975,0.312465,-0.4064,-0.4064,0,-0.3048,0.508,0,0.3048,0.508,0,0.2032,-0.508,0,
28,0.607708,0.99879,0.216625,-0.4064,-0.4064,0,-0.3048,0.508,0,0.3048,0.4064,0,0.2032,-0.508,0,
33,0.599979,0.998932,0.201026,-0.4064,-0.4064,0,-0.508,0.508,0,0.3048,0.4064,0,0.2032,-0.508,0,
37,0.569261,0.998766,0.139756,-0.3048,-0.4064,0,-0.508,0.508,0,0.3048,0.4064,0,0.2032,-0.508,0,
39,0.530831,0.998776,0.0628868,-0.3048,-0.4064,0,-0.6096,0.4064,0,0.3048,0.4064,0,0.2032,-0.508,0,
42,0.522545,0.998505,0.0465853,-0.3048,-0.4064,0,-0.3048,0.4064,0,0.3048,0.4064,0,0.2032,-0.508,0,
43,0.506327,0.998321,0.0143341,-0.3048,-0.4064,0,-0.3048,0.4064,0,0.3048,0.4064,0,0.2032,-0.4064,0,
46,0.49926,0.998521,-5.36073e-07,-0.3048,-0.4064,0,-0.4064,0.4064,0,0.3048,0.4064,0,0.2032,-0.4064,0,
