0,0.815276,0.999438,0.631113,-0.4064,-0.508,0,-0.4064,0.508,0,0.4064,0.6096,0,0.508,-0.4064,0,
1,0.820326,0.99928,0.641373,-0.4064,-0.508,0,-0.4064,0.508,0,0.6096,0.6096,0,0.508,-0.4064,0,
2,0.820211,0.999332,0.641091,-0.4064,-0.508,0,-0.508,0.4064,0,0.6096,0.6096,0,0.508,-0.4064,0,
3,0.850136,0.999597,0.700675,-0.508,-0.6096,0,-0.508,0.4064,0,0.6096,0.6096,0,0.508,-0.4064,0,
4,0.693629,0.99947,0.387788,-0.508,-0.6096,0,-0.508,0.4064,0,0.6096,0.6096,0,0.2032,-0.508,0,
5,0.816001,0.999274,0.632729,-0.508,-0.6096,0,-0.3048,0.6096,0,0.6096,0.6096,0,0.2032,-0.508,0,
6,0.769343,0.998986,0.539699,-0.508,-0.6096,0,-0.3048,0.6096,0,0.3048,0.4064,0,0.2032,-0.508,0,
7,0.62848,0.998598,0.258362,-0.3048,-0.4064,0,-0.3048,0.6096,0,0.3048,0.4064,0,0.2032,-0.508,0,
9,0.709434,0.998969,0.419899,-0.3048,-0.4064,0,-0.3048,0.6096,0,0.4064,0.508,0,0.2032,-0.508,0,
10,0.739305,0.998987,0.479624,-0.3048,-0.4064,0,-0.3048,0.6096,0,0.4064,0.508,0,0.3048,-0.6096,0,
11,0.845776,0.99931,0.692243,-0.3048,-0.6096,0,-0.3048,0.6096,0,0.4064,0.508,0,0.3048,-0.6096,0,
12,0.846209,0.999262,0.693157,-0.3048,-0.6096,0,-0.3048,0.6096,0,0.6096,0.508,0,0.3048,-0.6096,0,
13,0.804292,0.999113,0.609472,-0.4064,-0.4064,0,-0.3048,0.6096,0,0.6096,0.508,0,0.3048,-0.6096,0,
14,0.700519,0.998775,0.402263,-0.4064,-0.4064,0,-0.3048,0.6096,0,0.3048,0.4064,0,0.3048,-0.6096,0,
15,0.717259,0.998881,0.435638,-0.4064,-0.4064,0,-0.3048,0.6096,0,0.3048,0.4064,0,0.4064,-0.508,0,
16,0.730198,0.998619,0.461777,-0.4064,-0.4064,0,-0.6096,0.6096,0,0.3048,0.4064,0,0.4064,-0.508,0,
