0,0.860499,0.999596,0.721403,-0.4064,-0.6096,0,-0.4064,0.6096,0,0.508,0.4064,0,0.508,-0.4064,0,
4,0.810117,0.999308,0.620925,-0.4064,-0.4064,0,-0.4064,0.6096,0,0.508,0.4064,0,0.508,-0.4064,0,
6,0.740137,0.999175,0.481099,-0.4064,-0.4064,0,-0.4064,0.6096,0,0.508,0.4064,0,0.3048,-0.4064,0,
8,0.697918,0.999265,0.396571,-0.4064,-0.4064,0,-0.6096,0.4064,0,0.508,0.4064,0,0.3048,-0.4064,0,
9,0.660721,0.99914,0.322302,-0.4064,-0.4064,0,-0.6096,0.4064,0,0.4064,0.4064,0,0.3048,-0.4064,0,
15,0.596475,0.999232,0.193719,-0.4064,-0.4064,0,-0.6096,0.4064,0,0.4064,0.4064,0,0.2032,-0.508,0,
28,0.570776,0.999056,0.142496,-0.3048,-0.4064,0,-0.6096,0.4064,0,0.4064,0.4064,0,0.2032,-0.508,0,
30,0.550337,0.999002,0.101673,-0.3048,-0.4064,0,-0.4064,0.4064,0,0.4064,0.4064,0,0.2032,-0.508,0,
57,0.530819,0.998822,0.0628165,-0.3048,-0.4064,0,-0.4064,0.4064,0,0.4064,0.4064,0,0.2032,-0.4064,0,
60,0.49926,0.998521,-5.36073e-07,-0.3048,-0.4064,0,-0.4064,0.4064,0,0.3048,0.4064,0,0.2032,-0.4064,0,
