0,0.892576,0.998966,0.786186,-0.4064,-0.508,0,-0.6096,0.6096,0,0.4064,0.6096,0,0.508,-0.4064,0,
2,0.869044,0.999049,0.739039,-0.4064,-0.508,0,-0.6096,0.6096,0,0.4064,0.6096,0,0.4064,-0.508,0,
3,0.787844,0.999522,0.576167,-0.4064,-0.508,0,-0.508,0.4064,0,0.4064,0.6096,0,0.4064,-0.508,0,
6,0.664467,0.999395,0.329539,-0.4064,-0.508,0,-0.508,0.4064,0,0.4064,0.6096,0,0.2032,-0.508,0,
8,0.6349,0.999001,0.270798,-0.3048,-0.4064,0,-0.508,0.4064,0,0.4064,0.6096,0,0.2032,-0.508,0,
11,0.55727,0.999095,0.115444,-0.3048,-0.4064,0,-0.508,0.4064,0,0.4064,0.4064,0,0.2032,-0.508,0,
18,0.554529,0.998812,0.110245,-0.3048,-0.4064,0,-0.3048,0.4064,0,0.4064,0.4064,0,0.2032,-0.508,0,
22,0.550337,0.999002,0.101673,-0.3048,-0.4064,0,-0.4064,0.4064,0,0.4064,0.4064,0,0.2032,-0.508,0,
94,0.530819,0.998822,0.0628165,-0.3048,-0.4064,0,-0.4064,0.4064,0,0.4064,0.4064,0,0.2032,-0.4064,0,
316,0.49926,0.998521,-5.36073e-07,-0.3048,-0.4064,0,-0.4064,0.4064,0,0.3048,0.4064,0,0.2032,-0.4064,0,
