0,0.786983,0.999364,0.574602,-0.508,-0.2032,0,-0.6096,0.3048,0,
1,0.87048,0.998887,0.742072,-0.508,-0.2032,0,-0.6096,0.1016,0,
2,0.579928,0.998158,0.161698,0.4064,-0.1016,0,-0.6096,0.1016,0,
3,0.59398,0.998495,0.189464,0.4064,-0.1016,0,-0.6096,0.6096,0,
4,0.541768,0.998632,0.0849043,0.4064,-0.1016,0,-0.3048,0.6096,0,
5,0.540859,0.998421,0.0832968,0.4064,-0.1016,0,-0.2032,0.6096,0,
6,0.617664,0.991867,0.24346,0.1016,-0.1016,0,-0.2032,0.6096,0,
8,0.622024,0.991893,0.252156,0.1016,-0.1016,0,-0.2032,0.508,0,
9,0.532034,0.998745,0.0653222,0.4064,-0.2032,0,-0.2032,0.508,0,
10,0.509642,0.997437,0.0218471,0.4064,-0.2032,0,-0.3048,0.2032,0,
11,0.556182,0.998013,0.11435,0.508,-0.3048,0,-0.3048,0.2032,0,
12,0.555397,0.998051,0.112743,0,-0.6096,0,-0.3048,0.2032,0,
13,0.636571,0.999578,0.273564,0,-0.6096,0,0.4064,0.6096,0,
14,0.569294,0.999614,0.138974,0.2032,-0.508,0,0.4064,0.6096,0,
15,0.590666,0.995302,0.18603,0.2032,-0.508,0,0.1016,0.2032,0,
16,0.573505,0.998976,0.148034,0.2032,-0.508,0,0.1016,0.508,0,
17,0.558965,0.999195,0.118734,0.2032,-0.508,0,-0.6096,0.2032,0,
18,0.573916,0.999214,0.148619,0.2032,-0.508,0,0.2032,0.6096,0,
20,0.675234,0.998722,0.351746,-0.6096,-0.508,0,0.2032,0.6096,0,
21,0.743548,0.999151,0.487944,0.6096,0,0,0.2032,0.6096,0,
22,0.561351,0.999584,0.123119,0.6096,0,0,-0.3048,0.508,0,
23,0.549681,0.999333,0.100029,0.508,0,0,-0.3048,0.508,0,
24,0.553775,0.998533,0.109017,0,-0.4064,0,-0.3048,0.508,0,
25,0.584927,0.998291,0.171562,0,-0.4064,0,0.6096,0.2032,0,
26,0.706297,0.997205,0.415388,0,-0.4064,0,-0.4064,0,0,
27,0.797535,0.996063,0.599006,-0.1016,-0.3048,0,-0.4064,0,0,
28,0.518759,0.996746,0.0407716,-0.1016,-0.3048,0,0.2032,0.4064,0,
29,0.606583,0.999079,0.214087,0.508,-0.4064,0,0.2032,0.4064,0,
30,0.540403,0.997437,0.0833699,0.508,-0.4064,0,-0.3048,0.1016,0,
