0,0.762397,0.998124,0.52667,-0.3048,-0.4064,0,-0.4064,0.1016,0,
1,0.617299,0.997713,0.236884,0.6096,-0.6096,0,-0.4064,0.1016,0,
2,0.586357,0.999252,0.173462,0.6096,-0.6096,0,0.3048,0.6096,0,
6,0.55308,0.996777,0.109382,0.6096,-0.6096,0,0,0.3048,0,
8,0.541877,0.997242,0.0865118,-0.508,-0.508,0,0,0.3048,0,
15,0.535944,0.997213,0.0746749,0.4064,-0.508,0,0,0.3048,0,
31,0.535893,0.996745,0.0750402,0.1016,-0.508,0,0,0.3048,0,
37,0.533503,0.997081,0.0699255,-0.3048,-0.508,0,0,0.3048,0,
61,0.520935,0.99686,0.0450095,-0.3048,-0.508,0,0.2032,0.2032,0,
67,0.513292,0.996845,0.0297385,-0.4064,-0.4064,0,0.2032,0.2032,0,
107,0.50844,0.996057,0.0208242,-0.3048,-0.3048,0,0.2032,0.2032,0,
130,0.498643,0.997285,0,-0.3048,-0.3048,0,0.3048,0.2032,0,
