0,0.607066,0.999022,0.21511,-0.2032,-0.6096,0,-0.1016,0.508,0,
1,0.564277,0.997252,0.131302,-0.2032,-0.6096,0,0.1016,0.3048,0,
2,0.592781,0.998217,0.187345,-0.2032,-0.6096,0,0,0.4064,0,
3,0.531849,0.998084,0.0656145,-0.3048,-0.4064,0,0,0.4064,0,
6,0.540526,0.996877,0.0841736,0.2032,-0.3048,0,0,0.4064,0,
7,0.532557,0.997234,0.0678796,0,-0.4064,0,0,0.4064,0,
8,0.588388,0.995715,0.181061,0,-0.4064,0,-0.2032,0.2032,0,
9,0.555342,0.998745,0.111939,0,-0.4064,0,0.4064,0.508,0,
10,0.532321,0.997128,0.0675142,-0.2032,-0.2032,0,0.4064,0.508,0,
11,0.523932,0.996205,0.0516586,-0.2032,-0.2032,0,0.4064,0.2032,0,
12,0.655835,0.998284,0.313386,-0.6096,-0.508,0,0.4064,0.2032,0,
13,0.645787,0.998794,0.292781,0.2032,-0.508,0,0.4064,0.2032,0,
15,0.537417,0.99877,0.0760632,0.2032,-0.508,0,-0.4064,0.2032,0,
16,0.601624,0.998879,0.204369,0.4064,-0.508,0,-0.4064,0.2032,0,
17,0.52393,0.996202,0.0516586,0.2032,-0.2032,0,-0.4064,0.2032,0,
18,0.546416,0.997186,0.0956452,0.2032,-0.2032,0,-0.508,0.508,0,
19,0.586391,0.999905,0.172877,-0.3048,-0.6096,0,-0.508,0.508,0,
20,0.608986,0.999355,0.218618,-0.3048,-0.6096,0,-0.4064,0.3048,0,
21,0.665313,0.999265,0.331361,-0.3048,-0.6096,0,-0.6096,0.2032,0,
22,0.555993,0.999316,0.11267,0.1016,-0.6096,0,-0.6096,0.2032,0,
24,0.612197,0.998981,0.225413,0.4064,-0.3048,0,-0.6096,0.2032,0,
26,0.570687,0.998893,0.142481,0.4064,-0.3048,0,0.1016,0.508,0,
27,0.541134,0.996633,0.085635,0,-0.3048,0,0.1016,0.508,0,
29,0.624734,0.99556,0.253909,0,-0.3048,0,-0.3048,0.2032,0,
30,0.553199,0.997454,0.108943,0,-0.3048,0,-0.508,0.508,0,
31,0.550164,0.997742,0.102587,0.1016,-0.3048,0,-0.508,0.508,0,
32,0.691325,0.994735,0.387915,0.1016,-0.3048,0,-0.3048,0,0,
33,0.574338,0.996768,0.151907,0.1016,-0.3048,0,0.2032,0.4064,0,
34,0.678375,0.99587,0.36088,0.1016,-0.3048,0,0.3048,0.2032,0,
35,0.774018,0.986878,0.561157,0.1016,-0.3048,0,-0.1016,0,0,
36,0.676909,0.988847,0.364971,0.4064,-0.1016,0,-0.1016,0,0,
38,0.640919,0.997387,0.284451,0.4064,-0.1016,0,0,0.4064,0,
39,0.556116,0.998465,0.113766,-0.508,-0.508,0,0,0.4064,0,
40,0.600641,0.999763,0.20152,-0.508,-0.508,0,-0.3048,0.508,0,
41,0.606396,0.999655,0.213138,-0.4064,-0.4064,0,-0.3048,0.508,0,
42,0.690214,0.991856,0.388572,-0.4064,-0.4064,0,-0.1016,0.1016,0,
