0,0.588656,0.996981,0.18033,-0.3048,-0.1016,0,0.1016,0.508,0,
4,0.572658,0.999108,0.146208,0.4064,-0.6096,0,0.1016,0.508,0,
5,0.554432,0.997145,0.11172,0.4064,-0.6096,0,-0.3048,0,0,
12,0.544416,0.997059,0.0917727,0.6096,-0.4064,0,-0.3048,0,0,
13,0.538909,0.997079,0.0807395,0.4064,-0.4064,0,-0.3048,0,0,
39,0.53785,0.996056,0.0796434,0.4064,-0.1016,0,-0.3048,0,0,
46,0.536194,0.996399,0.0759901,0.4064,-0.2032,0,-0.3048,0,0,
50,0.521878,0.998162,0.0455941,0.4064,-0.2032,0,-0.3048,0.3048,0,
59,0.509642,0.997437,0.0218471,0.4064,-0.2032,0,-0.3048,0.2032,0,
128,0.507388,0.997458,0.017317,0.4064,-0.2032,0,-0.2032,0.3048,0,
159,0.498641,0.997281,0,0.3048,-0.3048,0,-0.2032,0.3048,0,
316,0.49864,0.997281,0,0.3048,-0.3048,0,-0.3048,0.2032,0,
