0,0.719688,0.988607,0.450769,-0.1016,-0.2032,0.2032,-0.2032,-0.3048,0,-0.2032,0.6096,0,
1,0.722989,0.988406,0.457573,-0.1016,-0.2032,0.2032,-0.2032,-0.3048,0,-0.1016,0.6096,0,
2,0.676644,0.994889,0.358399,-0.1016,-0.2032,0.2032,-0.4064,0.2032,0,-0.1016,0.6096,0,
3,0.701753,0.992351,0.411155,0.1016,0,0.2032,-0.4064,0.2032,0,-0.1016,0.6096,0,
4,0.655625,0.992794,0.318455,0.1016,0,0.2032,-0.4064,0.2032,0,0.4064,0.6096,0,
5,0.660935,0.995049,0.326822,0.2032,0.1016,0.2032,-0.4064,0.2032,0,0.4064,0.6096,0,
6,0.788766,0.988192,0.589339,0.2032,0.1016,0.2032,-0.4064,0.2032,0,0.3048,0.1016,0,
8,0.791619,0.985093,0.598145,0,0.1016,0.2032,-0.4064,0.2032,0,0.3048,0.1016,0,
9,0.785454,0.989745,0.581164,0.2032,0.2032,0.2032,-0.4064,0.2032,0,0.3048,0.1016,0,
10,0.780738,0.985661,0.575814,0.1016,0,0.2032,-0.4064,0.2032,0,0.3048,0.1016,0,
11,0.645958,0.992309,0.299608,0.1016,0,0.2032,-0.4064,0.2032,0,0.6096,-0.2032,0,
12,0.703592,0.992681,0.414502,0.1016,0,0.2032,0,-0.508,0,0.6096,-0.2032,0,
13,0.75062,0.993573,0.507668,0.1016,-0.2032,0.2032,0,-0.508,0,0.6096,-0.2032,0,
14,0.72618,0.992675,0.459686,0.1016,-0.1016,0.2032,0,-0.508,0,0.6096,-0.2032,0,
15,0.744103,0.994996,0.49321,0.2032,-0.1016,0.2032,0,-0.508,0,0.6096,-0.2032,0,
16,0.689489,0.991691,0.387287,0,0,0.2032,0,-0.508,0,0.6096,-0.2032,0,
17,0.710448,0.991196,0.4297,0,0,0.2032,0.2032,-0.4064,0,0.6096,-0.2032,0,
18,0.733185,0.994969,0.4714,0.2032,0.1016,0.2032,0.2032,-0.4064,0,0.6096,-0.2032,0,
19,0.690065,0.994654,0.385476,0.2032,0.1016,0.2032,0.2032,-0.4064,0,0.2032,0.6096,0,
20,0.716363,0.989281,0.443445,0.2032,0.1016,0.2032,0.2032,-0.4064,0,-0.2032,0.3048,0,
21,0.669298,0.990374,0.348221,0.2032,0.1016,0.2032,-0.1016,-0.6096,0,-0.2032,0.3048,0,
22,0.637061,0.993198,0.280925,0.2032,0.1016,0.2032,-0.1016,-0.6096,0,-0.2032,0.4064,0,
23,0.625509,0.994016,0.257003,0.2032,0.1016,0.2032,-0.1016,-0.6096,0,-0.1016,0.508,0,
25,0.684301,0.992562,0.376039,0.2032,0.1016,0.2032,0.1016,-0.4064,0,-0.1016,0.508,0,
27,0.612608,0.995977,0.229239,0.2032,0.1016,0.2032,0.508,-0.508,0,-0.1016,0.508,0,
28,0.652064,0.993766,0.310362,0.2032,0.1016,0.2032,0.1016,-0.508,0,-0.1016,0.508,0,
29,0.691456,0.993596,0.389317,0.2032,0.1016,0.2032,-0.508,0,0,-0.1016,0.508,0,
30,0.608103,0.995252,0.220954,0.2032,0.1016,0.2032,-0.508,0,0,-0.6096,0.6096,0,
31,0.647555,0.994981,0.300129,0.2032,0.1016,0.2032,-0.508,0,0,-0.3048,0.6096,0,
32,0.661532,0.995365,0.3277,-0.1016,-0.2032,0.2032,-0.508,0,0,-0.3048,0.6096,0,
33,0.729265,0.995224,0.463307,-0.1016,0.2032,0.2032,-0.508,0,0,-0.3048,0.6096,0,
34,0.646065,0.995211,0.296919,0,-0.2032,0.2032,-0.508,0,0,-0.3048,0.6096,0,
35,0.669403,0.991052,0.347754,0,-0.2032,0.2032,-0.3048,0,0,-0.3048,0.6096,0,
36,0.633531,0.997002,0.270061,0,-0.2032,0.2032,-0.4064,-0.508,0,-0.3048,0.6096,0,
38,0.627301,0.997516,0.257085,0,-0.2032,0.2032,-0.6096,-0.3048,0,-0.3048,0.6096,0,
39,0.639928,0.995035,0.284821,0,0.1016,0.2032,-0.6096,-0.3048,0,-0.3048,0.6096,0,
40,0.637252,0.994813,0.279691,0,0.1016,0.2032,-0.6096,-0.3048,0,-0.508,0.4064,0,
41,0.635358,0.994893,0.275822,0,0.1016,0.2032,-0.508,-0.4064,0,-0.508,0.4064,0,
42,0.57079,0.99382,0.14776,0,0.1016,0.2032,0.2032,-0.6096,0,-0.508,0.4064,0,
44,0.559293,0.99675,0.121835,0.2032,0.1016,0.2032,0.2032,-0.6096,0,-0.508,0.4064,0,
45,0.58135,0.995023,0.167677,0.2032,0.1016,0.2032,-0.6096,-0.6096,0,-0.508,0.4064,0,
46,0.651126,0.990026,0.312227,0.2032,0.1016,0.2032,-0.6096,-0.6096,0,0.4064,0,0,
47,0.625774,0.99076,0.260788,0.2032,0.2032,0.2032,-0.6096,-0.6096,0,0.4064,0,0,
48,0.590376,0.992966,0.187786,0.2032,0.2032,0.2032,-0.6096,-0.6096,0,0.508,0,0,
49,0.626474,0.990679,0.26227,0.2032,0.2032,0.2032,-0.6096,-0.6096,0,0.1016,0.4064,0,
50,0.772826,0.989865,0.555787,0.2032,0.2032,0.2032,-0.1016,-0.3048,0,0.1016,0.4064,0,
51,0.730723,0.990046,0.4714,0.2032,-0.2032,0.2032,-0.1016,-0.3048,0,0.1016,0.4064,0,
52,0.697024,0.993455,0.400593,0.2032,-0.2032,0.2032,0.4064,-0.508,0,0.1016,0.4064,0,
53,0.82528,0.991704,0.658857,0.2032,-0.2032,0.2032,0.4064,-0.508,0,0.3048,0,0,
54,0.7982,0.991341,0.605059,0.1016,-0.2032,0.2032,0.4064,-0.508,0,0.3048,0,0,
55,0.727197,0.990976,0.463417,0,0.2032,0.2032,0.4064,-0.508,0,0.3048,0,0,
