0,0.591177,0.995857,0.186497,0.2032,0.1016,0.2032,-0.508,-0.3048,0,-0.6096,0.508,0,
1,0.605798,0.995717,0.215879,0.1016,-0.1016,0.2032,-0.508,-0.3048,0,-0.6096,0.508,0,
2,0.624479,0.992916,0.256042,0.1016,-0.1016,0.2032,-0.4064,-0.1016,0,-0.6096,0.508,0,
3,0.693663,0.990822,0.396505,-0.2032,-0.1016,0.2032,-0.4064,-0.1016,0,-0.6096,0.508,0,
6,0.708677,0.990727,0.426627,-0.2032,0,0.2032,-0.4064,-0.1016,0,-0.6096,0.508,0,
7,0.644318,0.997643,0.290993,-0.2032,0,0.2032,-0.3048,-0.6096,0,-0.6096,0.508,0,
8,0.659968,0.997859,0.322076,-0.2032,-0.2032,0.2032,-0.3048,-0.6096,0,-0.6096,0.508,0,
9,0.664215,0.995627,0.332803,-0.2032,-0.2032,0.2032,-0.3048,-0.6096,0,0.508,0,0,
10,0.647355,0.995487,0.299224,-0.2032,-0.2032,0.2032,-0.6096,-0.3048,0,0.508,0,0,
11,0.643209,0.995753,0.290664,-0.2032,-0.2032,0.2032,-0.508,-0.508,0,0.508,0,0,
12,0.658809,0.997516,0.320101,-0.2032,-0.2032,0.2032,0.3048,-0.6096,0,0.508,0,0,
13,0.60747,0.997497,0.217443,-0.2032,-0.2032,0.2032,0.3048,-0.6096,0,0.2032,0.508,0,
14,0.578654,0.996709,0.160599,-0.2032,-0.2032,0.2032,0.3048,-0.6096,0,-0.3048,0.4064,0,
16,0.595215,0.995045,0.195386,0,-0.2032,0.2032,0.3048,-0.6096,0,-0.3048,0.4064,0,
18,0.589701,0.994249,0.185153,-0.2032,0,0.2032,0.3048,-0.6096,0,-0.3048,0.4064,0,
19,0.622912,0.995186,0.250638,-0.2032,0,0.2032,0.3048,-0.6096,0,0.4064,0.3048,0,
20,0.710146,0.996682,0.42361,0.2032,0.2032,0.2032,0.3048,-0.6096,0,0.4064,0.3048,0,
21,0.778516,0.991644,0.565389,0.2032,0.2032,0.2032,-0.3048,0.1016,0,0.4064,0.3048,0,
22,0.691807,0.990539,0.393076,-0.1016,-0.2032,0.2032,-0.3048,0.1016,0,0.4064,0.3048,0,
23,0.67138,0.99133,0.351431,-0.1016,-0.2032,0.2032,-0.3048,0.1016,0,0.508,0.3048,0,
24,0.714439,0.98963,0.439247,-0.1016,-0.2032,0.2032,-0.3048,0.1016,0,0.4064,0.2032,0,
25,0.739543,0.989414,0.489671,-0.1016,-0.2032,0.2032,-0.3048,0.1016,0,0.4064,-0.2032,0,
26,0.769102,0.990565,0.547639,0.2032,-0.2032,0.2032,-0.3048,0.1016,0,0.4064,-0.2032,0,
27,0.627946,0.993485,0.262407,0.2032,-0.2032,0.2032,-0.3048,0.1016,0,-0.3048,0.6096,0,
28,0.550533,0.998572,0.102494,0.2032,-0.2032,0.2032,0.6096,-0.508,0,-0.3048,0.6096,0,
29,0.528938,0.997493,0.0603823,0.1016,0.2032,0.2032,0.6096,-0.508,0,-0.3048,0.6096,0,
30,0.538842,0.998399,0.0792845,0.2032,0.1016,0.2032,0.6096,-0.508,0,-0.3048,0.6096,0,
